index,text,Sentiment,Political,Ideology,Immigration,Macroeconomic,National_Security,Crime,Civil_Rights,Environment,Education,Health_Care,Governance,No_Policy_Content,Asks_for_Donation,Asks_you_to_watch_something_share_something_follow_something,Misc,Makes_a_Factual_or_Verifiable_Claim,Expresses_an_Opinion
5924,will be doing outfrontcnn with erinburnett tonight at 7 pm re tax reductions and various other topics,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5925,will you help us close out a great first week of the campaign click to donate gt ,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
5926,yesterday i officially retired from the united states air force reserve very special moment read more ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
5927,you dont make america great by getting rid of everything that made america great in the first place ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5928, likewise billions of dollars gets brought into mexico through the border we get the killers drugs amp crime they get the money ,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5929,greta is joining us today at the east coast lumber in east hampstead nh interview will air at 7pm on foxnews,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5930,hillaryclinton its called extreme vetting debates2016,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5931, hillaryclinton doesn t exercise judgement she follows polls demdebate,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5932, hillaryclinton has been doing this for thirty years where has she been bigleaguetruth,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5933, karlrove still thinks romney won he doesn t have a clue foxnews,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5934, potus sen mccain and i begged you to do a no fly zone when it would matter and you said no i m blaming barack obama for this mess ,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5935,bam4au cnn realdonaldtrump lindseygrahamsc keep punching donald trump it trump is telling the truth,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5936,bass705 realdonaldtrump thank you mr trump for standing up for america my great honor,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5937,jamespwilson1 realdonaldtrump when you become president we will avenge all of the innocents who isis killed,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5938,johnberman two explanations on realdonaldtrump that seem no longer sufficient 1 it s early 2 it is all a media creation,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5939, rikemohome georgewill foxnewssunday george is full of crap sc element tv s are chinese made ,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5940,sisters4evert good night all supporters great night mr realdonaldtrump you rocked the rocky mountains amp the nation tonight,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5941, toddinwichita realdonaldtrump hillary is doing a horrible job at benghazihearings reading from the script pathetic she is no leader ,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5942,wompol realdonaldtrump cnn we also saw numerous since scrubbed videos of celebrations on 9 11,-1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5943, graham called potus s decision one that will require our men amp women in uniform to accept incredibly high risk ,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5944, hey bernie if you want to give all that free stuff away how about ben amp jerry s for a year ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5945, hillary will be a president our kids can look up to flotus,1,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5946, huckabee lands the endorsement of barb heki another prominent grassroots conservative activist gt ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5947, i pledged that every one of the accountability review board s recommendations would be on the way to implementation and they were ,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5948, i think we still have some barriers to knock downthat s why this has been at the core of my campaign demdebate,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5949, im here without my mother while too many politicians cower behind the gun lobby erica smegielski stopgunviolence,-1,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5950, it s hard to find a project he touched that did not produce allegations of broken promises or outright fraud ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5951, nh house speaker shawn jasper to endorse chris christie for president ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5952, no worries is not a strategy for iran tell congress to kill the nuclear deal gt ,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
5953, she always feels like there isnt a moment to lose because she knows that for that mother for that family there isnt chelseaclinton,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5955, top candidates on facebook from the debate standwithrand,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5956, workers are assets investing in them pays off higher wages pay off and training pays off ,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5957, alantalbert cbsthismorning thanks alan appreciate the support ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5958,jewpsy1 matching is through the fec public funding here s some info if you re curious,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
5959, sabmesser thank you so much ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5961,28 years ago ronald reagan called on the soviet union to tear down this wall two years later it came down,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5962,5 judges cannot change 5 000 years of history join me and fight for marriage,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
5963,a people powered campaign 3 7m contributions more than 1m donors average contribution lt 30,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5964,america s heroes speak out loudly against pres obama s catastrophic irandeal ,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5965,an overwhelming majority of americans and gun owners support steps to reduce gun violence rt if you re one of them disarmhate,1,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
5966,and finally cruz strongly told thousands of caucusgoers voters that trump was strongly in favor of obamacare and choice a total lie ,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
5967,are you ready to join teamlessig and take on the corruption in dc sign up here ,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5968,as a star wars fan i support daniel s wish rt so we can make it happen disney starwars forcefordaniel,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5969,as president jeb will stand with israel gopdebate,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5970,at our rally in oklahoma city tonight a supporter had this sign and it cracked me up ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5971,breaking michael reagan endorses john kasich for president cc reaganworld ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5972,democrats are living in a fantasyland when it comes to rising threat of isis amp unfolding chaos in the middle east ,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5973,enjoyed going back to morning joe and discussing the issues today carly2016,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5974,every day isis is recruiting more terrorists obama amp clintons reluctance to lead the fight is flat out dangerous ,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5975,excited to address over 500 strong conservatives in chattanooga tn tonight santorumcrowds,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5976,excited to announce the imwithher concert at radio city with katyperry eltonofficial amp andradaymusic join us ,1,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5977,excited to speak at the frcaction value voters summit this morning about religious liberty amp sanctity of life vvs15,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5978,failed presidential candidate mitt romney the man who choked and let us all down is now endorsing lyin ted cruz this is good for me ,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5979,fairfield iowa thank you ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5980,for months hillaryclinton deceived the american people and dodged questions about her criminal activity read ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
5981,for too many families paychecks aren t stretching as far as they used to let s change that ,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5982,free shipping on orders of 75 or more at the 2016 shop cybermonday,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5983,getting ready to take the stage at the rtm2015,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5984,goldman sachs executives shouldn t be getting tax breaks for defrauding the american people they should be in jail ,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5985,gov johnkasich signs paperwork at the scgop to appear on the south carolina primary ballot,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5986,gov kasich talks to tonight s keene nh crowd about being a voice for all americans nhpolitics fitn kasich4us,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5987,great event in columbus taking off for cincinnati now great new ohio poll out thank you ohio nbc wsj marist poll trump 42 clinton 41,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5988,great time in iowa so far this week stops in waterloo elkader west union decorah amp waukon imwithhuck,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5989,grievance permitted millionaires to live in federally subsidized public housing hud cost 104 000 000 festivus airingofgrievances,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5990,happening now gov johnkasich is in sioux city ia to speak at the appsusa nat l security forum,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5991,happy birthday to my son erictrump very proud of you ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5992,have you signed up to volunteer yet add your name and join our growing team today ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5993,help keep the momentum from votersfirst going join our team today ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5994,her words gave me strength during one of the toughest tests of my life clairecmc on hillary,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5995,hillary clinton is the only candidate on stage who voted for the iraq war debates2016 maga,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5996,hillary s refusal to mention radical islam as she pushes a 550 increase in refugees is more proof that she is unfit to lead the country,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5997,honored to earn the support of eric schmitt,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5998,hope to see you at one of our stops in iowa this week carly2016 iapolitics,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5999,how much do you know about the loopholes in our gun laws ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6001,humbled to stand with these women who have turned unimaginable grief into a call to action we all need to hear h,1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6002,i am now officially on the ballot for the missouri primary thank you rep trichardson for making it happen ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6003,i am so happy that people are boycotting macy s,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6004,i oppose common core and believe we should abolish the federal department of education retweet of you agree ,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
6005,i questioned sec of homeland security today amp received some troubling replies full video ,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
6006,i will do everything i can to guard america amp the ideals upon which our nation was founded standwithrand gopdebate,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6007,i m a republican in new jersey i wake up everyday as an outsider deardc,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6008,i m excited to announce our 100daystovictory campaign please sign up today,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
6009,i m headed to the fitntownhall soon don t miss it ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
6010,idaho it s your day to make your voice heard find your polling place here and then get out and vote ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
6011,if we want to win again as republicans we need to be more boldly for what we re for that means limited government standwithrand in nh,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6012,if you were disappointed by the gopdebate the other night youre not alone lets bring sanity back to american politics letlessigdebate,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
6013,im the only candidate with a comprehensive detailed plan to repeal amp replace obamacare ,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6014,iowans caucus first in 15 days i m excited to head back tomorrow check out the news coverage from my last visit,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
6015,it s supertuesday hillary needs your help to ensure wins across the country will you make some calls ,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
6016,it s 25 here in iowa amp my southern blood needs this propane heater jacket amp scarf cnn iacaucus newday,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6017,it s a long way from a little rent house in hope to running for president gopdebate imwithhuck,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6018,john kasich is ready to lead and knows what it takes to propel america s economy forward ,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6019,join me and mickmulvaney this friday register here ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
6020,join me in saying no to president obama s dangerous iran deal sign the petition gt ,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
6021,joining tonyperkins at 5 22pm et to talk about my plan to destroy radical islam,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6022,just released new ad on pandora radio listen to my motown station amp maybe you ll hear it ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
6023,justice scalias replacement wont be decided by the washington power brokers it will be decided by we the people ,-1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6024,leaving soon after a great time in new hampshire a truly special place ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6025,little rock you re next i m hosting a rally in little rock this afternoon and i hope you ll be there rsvp now ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
6026,live on periscope camden ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6027,live talking w theradiochick on foxnewsradio now tune in here ,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
6028,longest serving us spokesman at un in history richardgrenell says scott walker exactly right on china ,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6029,mitt romney is a mixed up man who doesn t have a clue no wonder he lost ,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6030,moderator respectfully you wont answer the pay to play question debate bigleaguetruth,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6031,moms joining me on the trail in new hampshire today add us on snapchat to follow along ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
6032,moving on up new poll ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6033,new poll record high poll numbers for johnkasich ohioans know him best and they know he works kasich4us,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6034,new video granite staters always let me know what s on their minds here are some of my favorite moments from q amp a ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
6035,nice seeing fellow uva law school grad former justice john broderick w renee21 at small business lunch in nh,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6036,obama admin may not give a timeline for imposing these sanctions on iran but i will the first day of my presidency,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
6037,on newday live w alisyncamerota tune into cnn now ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
6038,on friday i was on theblazeradio if you missed the hour long interview you can catch the whole thing here ,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
6039,on live msnbc in front of veterans memorial auditorium in des moines talking about issues that impact vets ,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6040,once again we will have a government of by and for the people join the movement today ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
6041,order your marco gear today amp get 10 off all items amp a free bumper sticker use coupon code friday at checkout,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
6042,overheard in ia nh sc amp nv voters share thoughts on meeting hillary on the campaign trail ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6043,please rt this is what you need to tell your friends about hillary clinton ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
6044,president obama once again proved that he is a politician not a leader ,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6045,proud to earn the endorsement of senatorberger in north carolina ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6046,rally w me tomorrow in pinellas county then vote early florida i m counting on your support ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
6047,read more about johnkasich s national security plan to make america safer amp stronger kasich4us,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
6048,read scott walker s plan to give power to the people not the union bosses ,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
6049,read gt 5 moments when scott walker reminded you of ronald reagan,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
6050,really enjoying my time in iowa among wonderful people at rotary club of des moines and zion lutheran church 2016,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6051,relive last night s gopdebate through eight photos start browsing ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
6052,retweet if you agree the 2nd amendment is not a suggestion it s a right gopdebate,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6053,rt abc7newsbayarea today republican presidential candidate randpaul and his wife kelleyashbypaul join theview co hosts live https,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6054,rt abcpolitics berniesanders asks superdelegates to consider which candidate could best defeat donald trump thisweek,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6055,rt alexconant watch marcorubio discuss foreign policy live now ,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
6056,rt anatolejenkins alexis just registered to vote she ready to crack every last glass ceiling w her mom grandmother amp hillaryclinton h,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6057,rt angelwryter omg lessig2016 is the only one unafraid to call out the dysfunctional congress sensanders hillaryclinton martinomall,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6058,rt arcraventree seeing a debate between berniesanders amp lessig2016 would be an example of what politics ought to be feelthebern fixd,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6059,rt asankin does randpaul cut his own hair if so that s the single most impressive thing about any candidate this cycle,-1,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6060,rt bcain09 overflow feelthebern berniesanders bernie2016,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6061,rt bearingdrift jim gilmore deserves a fair shot,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6062,rt betnct2 no sticker to show for it but thrilled to have voted for tedcruz everyone in my family did so cruztovictory scprimary no,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6063,rt betsy klein tedcruz on heidi shes dealt with a lot of garbage in the business world heidi cruz is not scared 1 iota by a bellow,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6064,rt bk5137 politico they should be under fire 8 at one debate is fine but why not 6 at the other why cut grahamblog amp governorpataki,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6065,rt bretbaier new national poll from monmouth huuge realdonaldtrump lead trump leads the pack at 41 ted cruz 14 marco rubio 10 amp,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6066,rt cascamike the difference between secretary clinton and bernie sanders on universal health care is simple he has a plan and she doesn,-1,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6067,rt cbs11jack no sign of line letting up anytime soon to see realbencarson cbsdfw,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6068,rt cfr org jimwebbusa we should be very careful with how these tools swat teams equipment from dod are applied in communities cfr,0,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6069,rt chipenglander that use standard methodological techniques including live interviewers the last 5 polls that fit into that de,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6070,rt chroniclemike blitzer was getting rid of saddam good idea randpaul these are major questions of our time txlege txpolitics gop,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6071,rt courtneyldoll this is actually hilarious well played randpaul ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6072,rt danatheblaze carlyfiorina joins dailydana at 6pm et on theblaze tv check local listings or go to,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
6073,rt dancooksc after parisattacks most of gop field starting to sound like lindseygrahamsc,-1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6074,rt djmertz my msnbc2016 debate question is for the moderator maddow why won t you letlessigdebate lessig2016 polls same as marti,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6075,rt elianayjohnson tedcruz raised 1m in the first nine days of q4 yes q4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6076,rt eyokley textsfromhillary are so 2013 2016 is for snaps from hillary,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6077,rt ezinger44 this is powerful cruz again shows this election is not about him it s about us we the people,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6078,rt facethenation coming up on ftn fresh off his demdebate performance is berniesanders ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6079,rt foxbusiness teamcavuto on realbencarson no other republican puts up those kinds of numbers in an imaginary race w vp http t,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6080,rt freedomworks ted cruz wins freedomworks for america straw poll at the 9 12 grassroots summit,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6081,rt glenda copeland jimwebbusa excellent speech senator webb ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6082,rt healerhauler in iowa today with volunteers talking to voters about realbencarson s plan to healinspirerevive our nation ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6083,rt hfa here s something you can do now to help hillary win call voters from home using our online call tool get started ,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
6084,rt idaveprice time2meet the press 4 randpaul wants to know if hillaryclinton supports criminal justice changes of billclinton https,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6085,rt jdbmsnbc martinomalley i dont find anything tough about donald trump at all,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6086,rt jimgilmore2016 want to the solution to isis foxnews how about ask the only military experienced candidate,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6087,rt johnpodesta huge thanks to potus filipino american wwii vets will be able to reunite with their families after yrs of waiting http,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6088,rt jon kimmel jimwebbusa has a foreign policy few could be upset about former reagan defense official ,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6089,rt josiedavis johnkasich is on fire on cnn townhall,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6090,rt jslancaster1 ricksantorum thank you for visiting 10th street pub in alton my employees and wife were excited to meet you https,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6091,rt jwgop johnkasich momentum continues in nh ,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6092,rt kbolten ron paul will be in iowa jan 31 campaigning for son randpaul,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6093,rt kimnorvelldmr audience member in sioux city asks randpaul what departments he d abolish the shorter list is which ones i want to ke,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6094,rt kirstiealley dr ben carson is sorta amazing ,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6095,rt leighmunsil gov gilmore is campaigning hard in n h ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6096,rt markhalperin next on wadr lindseygrahamsc is on set to talk foreign policy amp his campaign watch live ,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
6097,rt marklevinshow my interview with ted cruz,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
6098,rt mattithyahu thanks rand standwithrand,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6099,rt michlynnc great post interview with cruz must see the greater detail on issues he has to offer ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6100,rt morning joe berniesanders i believe public colleges and universities should be tuition free these are not such radical ideas,0,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6101,rt motherjones america s views align surprisingly well with those of socialist bernie sanders,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6102,rt nhiop martinomalley is at the institute this morning to discuss student debt with professors students and parents,0,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6103,rt nrsc retweet if you think randpaul is winning the gopdebate ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
6104,rt politico new berniesanders ads highlight inequality,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6105,rt richrubinopol is lincoln chafee the heir apparent to ron paul on foreign policy ,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6106,rt rlibertycaucus champion of liberty dr randpaul is the winner of our twitter poll rlc,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6107,rt scohen22 this is how you follow of a great day at the wingding phone banking for martinomalley rad omalley2016 iacaucus http t,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6108,rt senatortomdavis stumping with randpaul at rjrockers in spartanburg sc this evening ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6109,rt steinhausernh1 2016 news gov gilmore challenges realdonaldtrump to mano a mano debate on immigration something governorpataki did,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6110,rt team rand great crowd in rock hill this am standwithrand in sc,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6111,rt teammarco join marcorubio at 1 30 in columbia scgop hq for the first candidate filing in the palmetto state scformarco,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
6112,rt teamtedcruz read tedcruz most excellent day the senator from texas seemed to have gone into superhero mode on nov 4 https t,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
6113,rt teamtedcruz watch alicetweet it is time for republicans to unite behind tedcruz to defeat realdonaldtrump ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
6114,rt thefreedomkids randpaul standwithrand,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6115,rt timkaine the clinton foundation has an a rating from charity watch yesterday the trump foundation was ordered to stop fundraising i,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6116,rt tinahenold ricksantorum has the best message ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6117,rt will bunch bernieinma in the midst of an educational crisis we don t fire teachers we hire them ,1,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6118,rt workingfamilies look who surprised wfp4bernie vols in concord nh berniesanders feelthebern,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
