,X,id,text,coder1.Sentiment....1.negative..0.neutral..1.positive.,coder1.Political...0.no..1.yes.,coder1.Ideology....1.liberal..0.neutral..1.conservative.,coder1.Immigration,coder1.Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.,coder1.National.Security..Veterans..Military..Foreign.Terrorism.,coder1.Crime...Law.Enforcement..Police..Guns..Second.Amendment.,coder1.Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.,coder1.Environment...Energy..Global.warming..Fracking..Agriculture..Oil.,coder1.Education,coder1.Health.Care..Obamacare.,coder1.Governance,coder1.No.Policy.Content,coder1.Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign,coder1.Asks.you.to.watch.something.share.something.follow.something,coder1.Misc..other.plea.for.action,coder1.Makes.a.Factual.or.Verifiable.Claim,coder1.Expresses.an.Opinion,coder1.coder,coder2.Sentiment....1.negative..0.neutral..1.positive.,coder2.Political...0.no..1.yes.,coder2.Ideology....1.liberal..0.neutral..1.conservative.,coder2.Immigration,coder2.Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.,coder2.National.Security..Veterans..Military..Foreign.Terrorism.,coder2.Crime...Law.Enforcement..Police..Guns..Second.Amendment.,coder2.Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.,coder2.Environment...Energy..Global.warming..Fracking..Agriculture..Oil.,coder2.Education,coder2.Health.Care..Obamacare.,coder2.Governance,coder2.No.Policy.Content,coder2.Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign,coder2.Asks.you.to.watch.something.share.something.follow.something,coder2.Misc..other.plea.for.action,coder2.Makes.a.Factual.or.Verifiable.Claim,coder2.Expresses.an.Opinion,coder2.coder,src
251,3199,6.46E+17,"RT @jennybethm: If youre in Greenville today, join me, @TedCruz, @MarkLevinShow &amp; more at the @CR convention! https://t.co/pwfC0dVNZ7 #FIT",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,emily,christopheremily
252,3279,6.20E+17,RT @jdistaso: .@GovernorPataki says at @NoLabelsOrg 'summer of political theatre' is over. 'Let's see who can run the country.' #fitn #nhpo,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,christopheremily
253,3336,7.03E+17,RT @TeamRickPerry: @realDonaldTrump couldnt have endured for five minutes what @SenJohnMcCain endured for five and a half years. https:/,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
254,3376,6.66E+17,"RT @MSNBC: .@CornelWest joins @BernieSanders for rally in Davenport, Iowa. Watch Live: https://t.co/KsuPXYHO20 https://t.co/pmCaodH5L3",0,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,christopher,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,emily,christopheremily
255,3465,6.91E+17,Coming up at 5 p.m. ET: watch @BloombergTV for an interview on trade with #WADR.,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,christopher,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,emily,christopheremily
256,3495,6.27E+17,RT @TheBriefing2016: Donald Trump just selected a white nationalist leader to be a delegate at the @GOP convention. https://t.co/nQ1NFe7cja,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
257,3497,6.33E+17,RT @disclifechannel: RT if you're watching #BenCarsonTheLostTapes  https://t.co/9BVBQWsLfA,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,emily,christopheremily
258,3501,6.34E+17,RT @gatewaypundit: PACKED HOUSE to see @realDonaldTrump in #Vegas http://t.co/mQuH82UpMF,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,christopheremily
259,3522,6.57E+17,"President Obama said ""ISIL continues to shrink"" in an interview just hours before the horrible attack in Paris. He is just so bad! CHANGE.",-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,christopher,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,emily,christopheremily
260,3578,6.23E+17,But I need your help to fight back right away. Can I get 30 donations from Twitter by midnight tonight? (5/6),1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,christopher,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,emily,christopheremily
261,3580,6.77E+17,Stay Tuned... https://t.co/FgkqhL0iFA @FallonTonight,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,christopher,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,emily,christopheremily
262,3619,6.61E+17,RT @HillaryforCO: The Hillary supporters at the #CODemDinner have got their glowsticksand they are LOUD! #ImWithHer https://t.co/36C5VofYL2,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,christopheremily
263,3637,6.58E+17,"It's time we change the system and break the #WashingtonCartel -- together! Join us: https://t.co/XKeU2HUmCY
https://t.co/i4QfqX3yXv",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,christopher,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,emily,christopheremily
264,3648,6.29E+17,"RT @RSBNetwork: LIVE Stream: Donald Trump about to speak in Boca Raton, FL. Protesters already before Trump speaks. #TrumpTrain 

https://t",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,christopheremily
265,3680,6.62E+17,RT @RabbiShmuley: Thank you @chrischristie for an enriching evening. More to come! https://t.co/rDAhO7wRYp https://t.co/Z5CH7DbcF5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
266,3720,7.07E+17,Listen live to my interview on @smerconish here: http://t.co/G8fRarzLfu #Christie2016,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,emily,christopheremily
267,3746,6.42E+17,Grassroots momentum! Learn more about Team Huck Iowa --&gt; http://t.co/WXG3sx3dfl #ImWithHuck http://t.co/ncPB61HcJM,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,emily,christopheremily
268,3771,6.77E+17,Wow what a way to record a 400th TD pass! Great game @Saints and congrats @DrewBrees. You make Louisiana proud. #WhoDatNation,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,christopher,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
269,3782,7.42E+17,RT @FoxBusiness: .@tedcruz: @BarackObama over the past seven years has dramatically degraded our military. #GOPDebate https://t.co/dKS27uil,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,christopher,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,emily,christopheremily
270,3821,6.93E+17,"The polls are closing in less than 2 hours in Mississippi and most of Michigan! Call a friend, and then get out and vote for me!",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,emily,christopheremily
271,3851,7.28E+17,"If we make a positive difference for the mentally ill, we can lift America. #GOPDebate
https://t.co/37opHKRNqn",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,christopher,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,emily,christopheremily
272,3874,6.89E+17,@AngieCutlip terrific! Thank yall for your support!,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
273,3911,6.73E+17,A top ten state for job creation. Wages growing faster than the nation. Record number of businesses. https://t.co/9KrWBq1vfZ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,christopher,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,emily,christopheremily
274,3933,6.32E+17,"""@ToTheTanr @realDonaldTrump You are the closest thing to Teddy Roosevelt. Tough as hell, and speaks his damn mind. And NEVER BS's""",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
275,3936,6.24E+17,"In fact, single mothers earn $19,000 dollars less per year than married mothers. #empoweredwomen #ceidinner",1,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,christopher,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,emily,christopheremily
276,4035,6.41E+17,"RT @johnrobertsFox: .@RandPaul chorus chants ""we want Rand"" at the debate.",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,christopheremily
277,4076,6.93E+17,Every Republican senator running for president voted against making it harder for suspected terrorists to buy guns. https://t.co/2pxyv8ja0P,-1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,christopher,-1,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,emily,christopheremily
278,4099,6.94E+17,.@HillaryClinton thinks the law doesnt apply to her. https://t.co/2C0EP22vXU,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
279,4121,6.26E+17,"Q: What do you want to accomplish in your first term as president? 

Get more answers at https://t.co/sIWIyxiodv.
https://t.co/EFSGDOuP3W",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,emily,christopheremily
280,4138,6.99E+17,None of the recent mass shootings or terror attacks would have been prevented by Democrats' proposals. https://t.co/UFLFd7ISem,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,christopher,-1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,emily,christopheremily
281,4196,6.21E+17,You shouldnt have to wait till Oct. for the first debatewhat questions do you want answered? http://t.co/ugBwVfkPUA http://t.co/U4Xc9NZ1J8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
282,4219,7.02E+17,In Iowa? Make sure you're ready to caucus tomorrow: https://t.co/TxNxdiCrlC #iacaucus https://t.co/wz6MiSbPjQ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
283,4258,6.00E+17,"If we stand together, if we build a political revolution, there is no limit to what we can accomplish. #AmericaTogether",1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
284,4336,6.45E+17,RT @fullergary: It was great meeting @tedcruz. #CruzCountry #tcot http://t.co/UijVZh1rXG,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
285,4367,6.34E+17,"RT @WSJopinion: The Scalia Seat: Let the People Speak, writes @tedcruz: https://t.co/dYsJTyVxYv",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,emily,christopheremily
286,4373,6.31E+17,RT @joshduggar: Great to visit w/ my friend @GovMikeHuckabee this morning in DC. Thankful to have his voice on the #2016 stage! http://t.co,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
287,4384,6.51E+17,"""I am the only one who stood up to 100K protesters, stood up to the big union bosses. I'll stand up to Washington.""
https://t.co/ZQtCrTMRyz",1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,christopher,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,emily,christopheremily
288,4450,6.73E+17,"RT @charlesfigley: @JimWebbUSA  Worked with you to get PTSD established and the Vet Center. You da man.
@charlesfigley",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,christopher,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,emily,christopheremily
289,4486,6.20E+17,"RT @ABCPolitics: Sanders: ""If people are concerned about electability, and Democrats should be very concerned...I think Bernie Sanders is t",0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,christopheremily
290,4502,7.09E+17,"Fall colors in Carroll County, New Hampshire https://t.co/vLTabZlYaw",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,christopheremily
291,4504,5.99E+17,Felicidades a @selcharrodeoro por ese gran rendimiento de nuestro himno nacional. #NCLR15 #MundOMalley. http://t.co/2lFvKlVFCF,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,1,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
292,4525,6.62E+17,"Be in Turnberry on Thurs AM for start of Women's British Open, one of  world's great golf tournaments. Back soon to #MakeAmericaGreatAgain!",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,christopheremily
293,4671,6.12E+17,"RT @HillaryforNH: ""Wherever she is, whatever she's doing: She. Just. Makes. Things. Happen."" @billclinton on @HillaryClinton  #42inthe603",1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
294,4770,6.21E+17,"Speaking of balancing budgets...

#GOPDebate https://t.co/9Y61cP20hL",0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,christopher,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,emily,christopheremily
295,4837,6.74E+17,How The Governators make an entrance. https://t.co/iuDG33sfth,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
296,4870,7.23E+17,Hundreds turned out this morning in Fairfax to hear Gov. Kasich's message of strength and optimism. https://t.co/jcZUz3e3Jp,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,christopheremily
297,4936,6.14E+17,Hillarys life wouldnt have been the same without the guidance of some special teachers. http://t.co/DZBxsuZJ7C http://t.co/uPe0lvvI2t,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,1,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
298,4941,6.75E+17,Each and every year corporations and the wealthy are avoiding more than $100 billion in U.S. taxes by sheltering their income offshore.,-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,christopher,-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,emily,christopheremily
299,4970,6.58E+17,We need the support of courageous conservatives across America! Add your name: http://t.co/lJKoiShtyq http://t.co/oVLH8oPHZp,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,emily,christopheremily
300,4986,6.29E+17,@JimGarlow @skylinechurch Got your SCOTUS letter. Must FIGHT #JudicialTyranny&amp;DEFEND #ReligiousLiberty. My response=&gt; http://t.co/Ad5JMWKw4w,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,christopher,-1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,emily,christopheremily
301,534,6.30E+17,"RT @whoradio: Up next on Mickelson in the Morning: former Virginia Governor, and Republican Presidential Candidate Jim Gilmore.... https://",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,emilybrittany
302,565,6.75E+17,"@RyanFattman Love it! Hope you enjoy it. Thanks for the support, Ryan.",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,emilybrittany
303,568,6.73E+17,Join us: https://t.co/7WlWErkhmU https://t.co/jvYEElU0SC,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,brittany,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,emily,emilybrittany
304,581,6.61E+17,Last chance to head to the polls! Head out the door and text VOTE to 82623 for your polling location. Go vote now. #PrimaryDay,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,brittany,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,emily,emilybrittany
305,593,6.79E+17,"RT @UniPolitica: .@BernieSanders invoc a Roosevelt para defender su ""socialismo democrtico"" en Washington https://t.co/77rk5EUZsN",1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,emilybrittany
306,763,6.64E+17,"#CruzCrew: Our rally to #DefendReligiousLiberty in Greenville, SC, begins at 12 pm ET! Watch live here: https://t.co/NYKNswGO3P",1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,emily,emilybrittany
307,808,6.26E+17,RT @lorellapraeli: Qu dice @JebBush cuando piensa que los Latinos no lo estn escuchando? Textea INSULTO al 47246 y vers http://t.co/cSe,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,brittany,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,emily,emilybrittany
308,816,6.44E+17,Jim Webb's 7-Point Plan to Save US Foreign Policy http://t.co/caDIqMVU32 #WebbNation #Warriors4Webb http://t.co/Zb4VWABDYp,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,brittany,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,emilybrittany
309,878,7.26E+17,"RT @SundayFutures: .@GovernorPataki on defeating #ISIS: ""We have got to empower our #Allies on the ground"" @FoxNews @MariaBartiromo",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,brittany,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,emily,emilybrittany
310,954,7.33E+17,Tomorrow around 7:00 a.m EST I'll be joining @foxandfriends. Tune in! http://t.co/TuJDhKrtaC #Carly2016 http://t.co/riCQeIaNDA,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,emily,emilybrittany
311,984,6.42E+17,"""@danlifting: @realDonaldTrump I wouldn't watch it at all if Mr. trump was not on it. See u on your book signing on 11/3. Trump all the way.",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,emilybrittany
312,1043,6.88E+17,"WATCH: This reminds you how special America is.
https://t.co/DJ7Fp19vXQ",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,brittany,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,emily,emilybrittany
313,1097,6.43E+17,".@WhiteHouse worked to end veteran homelessness, reducing it by 33% since 2010. We must continue this progress: https://t.co/20wA6G6LUR",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,brittany,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,emily,emilybrittany
314,1123,6.68E+17,Great time tonight in Spartanburg with @SenatorTimScott and @TGowdySC at Sen Scott's Presidential Town Hall. http://t.co/30bQaO7NlH,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,emilybrittany
315,1155,6.92E+17,Good luck to the USA soccer team tonight against Colombia. Gooooooaal! #WomensWorldCup http://t.co/1TQCZmHWx3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,emilybrittany
316,1205,6.93E+17,RT @FoxNews: .@tedcruz: The day after Im elected president I am the exact same person that I am today. #Hannity https://t.co/pxfZYTpeM5,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,emilybrittany
317,1224,6.20E+17,"3,500 ground troops is not enough. We need about 10,000. More via @iowapublicradio http://t.co/G878GnsuTJ",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,brittany,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,emily,emilybrittany
318,1291,6.64E+17,RT @TheBradMielke: If only Bernie Sanders could pick a scenic spot for a rally. https://t.co/BEfVEIDUw3,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,emilybrittany
319,1426,6.46E+17,Making it official in the Sunshine State. We're on the ballot &amp; looking forward to the FL primary #sunshinesummit https://t.co/ZGB6e0vSxt,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,emilybrittany
320,1505,6.84E+17,"Real solutions, no bombastic rhetoric. Tonight in Tampa &amp; Sanford that's exactly what you'll get. RSVP: https://t.co/bLoymbhUSL #FLforMarco",1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,brittany,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,emily,emilybrittany
321,1509,6.51E+17,We honor the victims by NEVER forgetting lessons of that horrific day &amp; recommitting ourselves to keeping Americans safe. #neverforget,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,brittany,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,emilybrittany
322,1512,7.06E+17,"""@michaelG4NY: new @nbcnews WSJ poll shows @realDonaldTrump pulling ahead of @tedcruz in #Iowa. https://t.co/18ktk7IZUd""  Great!",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,emilybrittany
323,1546,6.64E+17,"""@KazmierskiR: @realDonaldTrump @DonaldJTrumpJr OuTsTaNdInG!!! Is obvious that Jr. has much of his father's 'charisma' and intelligence!""",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,emilybrittany
324,1583,6.49E+17,"As president, Ill conduct a spring cleaning of regulations to cut bureaucratic red tape. http://t.co/yAx1b5sp1W",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,brittany,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,emily,emilybrittany
325,1601,6.94E+17,Do you agree we need strong conservative leadership in Washington?  Join our Team and help us take back America! https://t.co/OTPvZdDMfx,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,emilybrittany
326,1691,6.42E+17,RT @719jps: Check out @HillaryClinton's Twitter for,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,brittany,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,emily,emilybrittany
327,1708,7.10E+17,"I've had many ""assaults on fitness"". Look at me! But rock climbing walls? Not one of them cc: @jimmyfallon too easy. https://t.co/T1ZkVZ6CBs",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,emily,emilybrittany
328,1716,6.66E+17,@JPagetbutler @lessig Getting a government that represents voters is the entire point of our campaign. Check it out: http://t.co/A8hwece7ax,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,brittany,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,emily,emilybrittany
329,1731,7.07E+17,"RT @fsadlerva: Wonderful town hall in Oskaloosa, IA with @CarlyFiorina at Smokey Row Coffee Co. #IowaCaucus #Carly2016 https://t.co/3TzP5rY",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,emilybrittany
330,1734,6.97E+17,"""@TCastilonia: @realDonaldTrump @oreillyfactor Your the opening story on every political show,radio or tv.",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,emilybrittany
331,1748,6.54E+17,"They know if they keep this rogue spying program going, they're going to be in for an all-out floor fight over these NSA provisions. (3/6)",-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,brittany,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,emily,emilybrittany
332,1753,6.62E+17,"The right ideas should help everybody rise. 

#GOPDebate  https://t.co/wl4NDm9cfC",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,emilybrittany
333,1789,6.59E+17,I'll be on with @KVIseattle shortly! #StandWithRand https://t.co/N9MhevRvJu,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,emilybrittany
334,1842,6.25E+17,It is hard for me to understand how one can be concerned about climate change but not vigorously oppose the pipeline. http://t.co/P98XpFtKYt,-1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,brittany,-1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,emily,emilybrittany
335,1866,6.73E+17,"My two wonderful sons, Don and Eric, will be on @foxandfriends at 7:02 - now! Enjoy.",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,emilybrittany
